Sr.No.,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
6186,31,technician,married,secondary,no,684,yes,no,cellular,7,dec,620,3,yes
6187,59,management,married,tertiary,no,82,yes,no,cellular,17,apr,324,4,no
6188,54,admin.,married,secondary,no,1342,yes,no,cellular,2,apr,80,1,no
6189,57,technician,divorced,tertiary,no,96,no,no,cellular,21,aug,913,4,yes
6190,51,housemaid,married,primary,no,339,no,no,cellular,4,sep,313,1,no
6191,59,housemaid,married,primary,no,5,no,yes,telephone,22,jul,204,2,no
6192,39,technician,married,secondary,no,5574,no,no,cellular,14,aug,102,2,no
6193,26,blue-collar,married,secondary,no,622,yes,no,cellular,21,jul,471,2,no
6194,60,blue-collar,married,primary,no,2147,no,no,telephone,14,may,213,1,no
6195,50,blue-collar,married,secondary,no,326,no,no,cellular,28,aug,157,9,no
6196,39,blue-collar,married,primary,no,394,yes,no,cellular,17,apr,981,2,no
6197,43,management,single,tertiary,no,1304,no,no,cellular,6,aug,501,2,yes
6198,39,technician,divorced,secondary,no,688,yes,yes,cellular,1,apr,233,2,no
6199,40,blue-collar,married,primary,no,137,no,yes,cellular,10,jul,214,1,no
6200,32,technician,married,secondary,no,11697,yes,no,unknown,20,may,296,1,no
6201,41,housemaid,single,secondary,no,2184,no,no,cellular,19,nov,98,1,no
6202,44,blue-collar,divorced,secondary,no,1258,yes,no,cellular,6,feb,607,4,no
6203,30,management,single,tertiary,no,0,no,no,cellular,6,feb,108,4,no
6204,50,management,married,tertiary,no,964,yes,no,unknown,6,may,323,1,no
6205,26,services,married,secondary,no,44,yes,yes,cellular,4,feb,193,2,no
6206,29,blue-collar,single,secondary,no,180,no,no,cellular,12,jan,350,2,no
6207,57,admin.,divorced,unknown,no,4012,no,no,cellular,20,nov,915,1,no
6208,42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52,1,no
6209,40,admin.,married,secondary,no,1380,yes,no,unknown,19,may,127,1,no
6210,34,management,married,tertiary,no,4,yes,no,cellular,31,jul,33,39,no
6211,35,blue-collar,married,primary,no,151,yes,no,cellular,11,may,301,2,no
6212,41,management,married,tertiary,no,615,yes,no,unknown,29,may,37,1,no
6213,44,management,divorced,tertiary,no,409,yes,no,unknown,19,may,333,1,no
6214,42,technician,single,tertiary,no,2625,no,no,cellular,29,jul,2516,2,yes
6215,38,services,married,secondary,no,706,no,no,cellular,18,nov,206,2,no
6216,30,services,married,tertiary,no,1380,yes,no,unknown,21,may,294,2,no
6217,35,services,married,secondary,no,341,yes,no,cellular,14,may,345,1,yes
6218,32,blue-collar,married,secondary,no,5075,yes,no,telephone,20,nov,90,2,no
6219,46,technician,married,secondary,no,167,no,no,cellular,19,aug,155,3,no
6220,54,unknown,married,secondary,no,2206,no,no,cellular,12,nov,104,1,yes
6221,48,admin.,married,secondary,no,-30,yes,no,cellular,7,may,133,1,no
6222,39,technician,married,secondary,no,375,yes,yes,telephone,17,apr,777,2,no
6223,43,self-employed,married,primary,no,66,yes,no,unknown,7,may,175,5,no
6224,56,housemaid,divorced,primary,no,61,no,no,cellular,2,jun,144,1,no
6225,32,blue-collar,married,primary,no,424,yes,no,unknown,19,may,313,2,no
6226,78,retired,divorced,primary,no,527,no,no,cellular,16,sep,193,1,yes
6227,46,technician,single,secondary,no,182,no,no,cellular,19,aug,160,4,no
6228,59,technician,married,secondary,no,1,no,no,cellular,15,apr,159,2,yes
6229,43,admin.,married,primary,no,-516,yes,no,unknown,28,may,438,2,no
6230,29,blue-collar,married,secondary,no,9,yes,no,unknown,6,may,349,1,no
6231,43,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,yes
6232,51,services,married,secondary,no,144,no,yes,unknown,27,jun,153,2,no
6233,76,retired,married,secondary,no,852,no,no,telephone,3,feb,283,2,no
6234,34,housemaid,married,primary,no,87,yes,no,unknown,15,may,139,2,no
6235,63,retired,divorced,secondary,no,4833,no,no,cellular,14,aug,415,1,no
6236,25,management,married,unknown,no,448,no,no,cellular,5,feb,151,1,yes
6237,54,self-employed,divorced,tertiary,no,3952,no,no,unknown,6,jun,28,6,no
6238,28,blue-collar,married,secondary,no,1113,yes,no,cellular,22,may,135,1,no
6239,27,technician,single,secondary,no,1187,no,no,cellular,28,jan,120,2,no
6240,37,blue-collar,married,secondary,no,408,yes,no,telephone,9,feb,28,9,no
6241,53,technician,single,tertiary,no,757,yes,no,cellular,7,may,122,2,no
6242,69,technician,married,secondary,no,9064,no,no,cellular,7,aug,714,1,yes
6243,58,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,jul,990,1,yes
6244,45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,no
6245,67,blue-collar,married,secondary,no,16353,no,no,cellular,27,oct,223,2,no
6246,33,management,married,tertiary,no,603,yes,no,cellular,29,jan,265,1,no
6247,31,student,married,primary,no,46,yes,no,cellular,10,jul,487,1,yes
6248,41,admin.,single,secondary,no,334,yes,no,cellular,13,may,14,4,no
6249,26,services,married,secondary,no,2063,yes,yes,cellular,10,jul,221,1,no
6250,27,admin.,single,secondary,no,450,yes,no,cellular,7,jul,107,3,no
6251,43,unemployed,married,tertiary,no,0,no,no,cellular,16,jul,745,1,yes
6252,33,blue-collar,married,tertiary,no,6138,yes,no,unknown,20,may,369,1,no
6253,36,blue-collar,married,secondary,no,718,yes,no,cellular,28,jul,91,3,no
6254,19,student,single,unknown,no,779,no,no,cellular,1,apr,184,4,yes
6255,18,student,single,unknown,no,108,no,no,cellular,9,feb,92,1,yes
6256,42,entrepreneur,single,tertiary,no,231,no,no,unknown,17,jun,241,1,no
6257,30,services,single,secondary,no,3485,no,no,cellular,2,feb,142,2,no
6258,53,blue-collar,married,primary,no,252,no,no,cellular,31,jul,727,4,yes
6259,35,admin.,married,secondary,no,437,yes,no,cellular,17,apr,123,1,no
6260,49,blue-collar,single,secondary,no,-367,yes,no,cellular,2,feb,98,1,no
6261,30,services,divorced,secondary,no,98,yes,no,unknown,7,may,155,1,no
6262,42,blue-collar,married,secondary,no,1288,yes,no,telephone,2,feb,18,1,no
6263,53,admin.,married,secondary,no,109,no,no,telephone,2,jun,270,1,yes
6264,47,blue-collar,married,primary,no,124,no,no,cellular,7,aug,76,2,no
6265,31,admin.,married,primary,no,355,yes,yes,unknown,4,jun,61,6,no
6266,38,services,married,tertiary,no,-121,yes,no,unknown,21,may,288,1,no
6267,43,admin.,married,secondary,no,378,no,no,cellular,30,jul,782,8,yes
6268,36,blue-collar,married,secondary,no,1392,no,yes,cellular,17,nov,231,1,no
6269,39,blue-collar,single,secondary,no,29,yes,no,unknown,7,may,214,2,no
6270,40,services,single,secondary,no,737,yes,no,unknown,12,may,117,2,no
6271,62,retired,married,tertiary,no,2557,yes,no,cellular,14,sep,211,1,yes
6272,50,blue-collar,married,primary,no,111,yes,no,telephone,15,may,8,6,no
6273,31,blue-collar,married,primary,no,42,yes,no,cellular,14,may,185,3,no
6274,18,student,single,primary,no,608,no,no,cellular,13,nov,210,1,yes
6275,31,management,married,tertiary,no,4924,yes,no,unknown,21,may,389,2,no
6276,37,management,single,tertiary,no,23867,no,no,unknown,20,may,188,3,no
6277,32,technician,married,secondary,no,3322,yes,no,cellular,5,feb,588,2,no
6278,39,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,209,3,no
6279,40,management,married,primary,no,1231,yes,yes,unknown,15,may,184,2,no
6280,39,management,married,tertiary,no,51,no,no,cellular,20,aug,140,2,no
6281,39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,576,4,yes
6282,34,admin.,married,tertiary,no,69,no,yes,cellular,25,nov,296,1,yes
6283,37,blue-collar,married,primary,no,351,no,no,unknown,9,jun,108,1,no
6284,53,technician,married,tertiary,no,395,no,no,cellular,3,jun,107,1,no
6285,40,technician,single,unknown,no,-5,yes,no,unknown,6,may,78,2,no
6286,49,management,married,tertiary,no,3022,no,no,unknown,19,jun,38,1,no
6287,36,blue-collar,married,secondary,no,402,no,yes,cellular,18,nov,86,2,no
6288,31,services,single,secondary,no,2251,yes,yes,cellular,17,jul,134,1,no
6289,56,admin.,divorced,secondary,no,-429,no,yes,cellular,19,nov,120,2,no
6290,30,management,married,secondary,no,1439,yes,no,cellular,18,nov,373,1,no
6291,32,services,single,secondary,no,659,yes,no,cellular,20,apr,12,6,no
6292,58,management,married,tertiary,no,0,no,no,unknown,20,jun,22,4,no
6293,44,technician,single,tertiary,no,166,yes,no,unknown,13,may,267,3,no
6294,52,services,married,primary,no,14,no,yes,cellular,28,jul,55,5,no
6295,27,technician,married,secondary,no,0,yes,yes,cellular,25,jul,190,2,no
6296,32,self-employed,married,tertiary,no,428,no,yes,cellular,3,feb,142,2,no
6297,33,management,married,tertiary,no,728,yes,no,cellular,13,aug,275,5,no
6298,70,retired,married,secondary,no,6422,no,no,cellular,10,mar,122,1,yes
6299,23,student,single,tertiary,no,341,no,no,cellular,16,jun,89,2,no
6300,27,student,single,secondary,no,253,no,no,cellular,25,may,242,2,yes
6301,30,technician,single,secondary,no,23,yes,no,unknown,9,may,137,1,no
6302,37,technician,single,secondary,no,670,yes,no,unknown,8,may,78,3,no
6303,47,blue-collar,married,unknown,no,3460,yes,no,unknown,5,jun,394,2,no
6304,37,technician,married,secondary,no,0,yes,no,cellular,18,nov,173,1,no
6305,40,unemployed,divorced,secondary,no,6322,no,no,cellular,4,feb,459,1,no
6306,51,entrepreneur,married,secondary,no,0,yes,no,cellular,7,may,158,1,no
6307,29,management,single,tertiary,no,1445,no,no,cellular,4,dec,271,2,yes
6308,56,self-employed,married,unknown,no,7,no,no,unknown,6,may,305,2,no
6309,32,management,married,tertiary,no,-360,yes,no,cellular,21,jul,176,4,no
6310,44,management,married,primary,no,558,no,no,cellular,19,feb,268,5,yes
6311,36,services,single,secondary,no,198,yes,no,cellular,11,may,496,1,no
6312,52,blue-collar,married,secondary,no,305,no,no,cellular,28,aug,26,26,no
6313,30,management,single,tertiary,no,6,yes,no,unknown,23,may,274,2,no
6314,33,management,married,tertiary,no,855,yes,yes,cellular,12,aug,191,2,no
6315,33,admin.,single,secondary,no,395,yes,no,unknown,12,may,95,8,no
6316,34,management,single,tertiary,no,966,yes,no,cellular,12,aug,204,3,no
6317,34,services,married,secondary,no,-508,yes,no,unknown,20,may,309,2,no
6318,33,management,married,tertiary,no,4,yes,yes,cellular,24,jul,604,1,no
6319,34,management,married,tertiary,no,1339,no,no,cellular,20,aug,255,8,no
6320,45,housemaid,divorced,tertiary,no,2098,no,no,unknown,20,jun,81,3,no
6321,26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,yes
6322,28,technician,married,secondary,no,158,yes,yes,telephone,24,jul,77,1,no
6323,31,management,single,tertiary,no,170,yes,yes,cellular,13,aug,458,2,no
6324,37,technician,married,tertiary,no,2043,no,no,cellular,22,aug,143,4,no
6325,36,management,married,tertiary,no,64,no,no,cellular,16,jul,130,1,no
6326,58,housemaid,married,tertiary,no,6316,no,no,cellular,21,nov,91,1,no
6327,49,blue-collar,married,primary,no,0,yes,no,unknown,6,jun,286,2,no
6328,35,management,married,tertiary,no,739,yes,no,telephone,12,may,13,7,no
6329,55,housemaid,married,primary,no,0,no,no,cellular,13,aug,139,2,no
6330,33,technician,divorced,tertiary,no,839,yes,no,unknown,28,may,469,3,no
6331,34,admin.,married,secondary,no,-314,yes,yes,cellular,20,apr,374,3,no
6332,34,admin.,divorced,secondary,no,1186,yes,yes,cellular,18,nov,131,1,no
6333,36,technician,married,primary,no,1653,yes,yes,unknown,27,may,336,10,no
6334,32,technician,married,tertiary,no,1037,yes,no,unknown,26,may,125,3,no
6335,34,services,single,secondary,no,1758,yes,no,cellular,6,feb,14,8,no
6336,57,technician,married,secondary,no,950,yes,no,cellular,9,jul,1272,1,no
6337,41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,no
6338,40,technician,married,secondary,no,372,yes,no,cellular,21,nov,365,1,no
6339,28,services,married,secondary,no,20,yes,yes,unknown,8,may,252,2,no
6340,32,admin.,divorced,secondary,yes,-18,yes,no,unknown,12,may,155,3,no
6341,34,services,married,secondary,no,-102,yes,no,cellular,18,jul,185,1,no
6342,45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,1,yes
6343,60,retired,married,primary,no,957,no,no,cellular,6,aug,224,2,no
6344,56,management,married,tertiary,no,0,no,no,cellular,17,nov,194,1,no
6345,42,services,married,primary,no,473,yes,no,cellular,30,jan,54,1,no
6346,37,blue-collar,married,primary,no,1053,yes,no,unknown,29,may,194,2,no
6347,43,management,married,tertiary,no,-271,yes,yes,telephone,14,may,121,1,no
6348,41,blue-collar,single,secondary,no,656,no,no,unknown,6,jun,178,1,no
6349,29,services,single,secondary,no,193,yes,no,unknown,30,may,288,2,no
6350,49,blue-collar,married,primary,no,1387,yes,yes,unknown,9,may,161,2,no
6351,33,technician,married,secondary,no,23,no,no,cellular,29,aug,53,4,no
6352,29,self-employed,married,tertiary,no,0,yes,yes,cellular,31,jul,46,28,no
6353,56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,yes
6354,32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,no
6355,56,blue-collar,married,secondary,no,1521,yes,yes,cellular,21,nov,19,2,no
6356,48,services,married,secondary,no,125,no,no,cellular,14,aug,89,7,no
6357,35,blue-collar,married,secondary,no,199,yes,no,cellular,17,apr,203,1,no
6358,34,technician,single,tertiary,no,2658,yes,no,cellular,31,mar,265,1,no
6359,38,technician,married,secondary,no,525,yes,yes,telephone,18,may,15,7,no
6360,33,technician,single,secondary,no,151,yes,no,cellular,27,aug,86,6,no
6361,60,retired,divorced,tertiary,no,4,yes,no,cellular,26,may,400,3,no
6362,49,blue-collar,married,primary,no,0,yes,no,cellular,7,aug,76,3,no
6363,39,management,divorced,tertiary,no,1315,yes,no,cellular,19,nov,1337,4,no
6364,27,technician,single,secondary,no,3485,no,yes,cellular,25,jul,282,2,no
6365,29,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,988,1,yes
6366,58,services,married,secondary,no,0,no,no,telephone,29,jul,50,2,no
6367,31,blue-collar,single,secondary,no,545,yes,no,cellular,18,nov,195,2,no
6368,32,blue-collar,single,secondary,no,127,yes,no,cellular,5,may,195,1,no
6369,34,management,single,tertiary,no,0,yes,no,unknown,21,may,311,1,no
6370,38,blue-collar,single,primary,no,0,yes,yes,cellular,8,may,84,1,no
6371,30,management,married,tertiary,no,7,yes,no,cellular,28,aug,173,1,yes
6372,26,self-employed,single,tertiary,no,657,no,yes,cellular,17,mar,159,2,no
6373,50,blue-collar,married,primary,no,808,yes,no,cellular,20,nov,302,3,no
6374,58,retired,married,secondary,no,801,no,no,cellular,30,apr,249,1,no
6375,30,services,single,secondary,no,566,no,no,cellular,5,feb,110,1,no
6376,31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,no
6377,48,technician,divorced,secondary,no,40,no,no,unknown,12,may,300,3,no
6378,32,admin.,married,secondary,no,-1272,yes,no,unknown,6,jun,606,5,no
6379,36,admin.,single,secondary,no,133,no,no,cellular,30,jan,632,3,no
6380,43,technician,married,secondary,no,328,no,no,cellular,22,aug,79,2,no
6381,41,management,married,tertiary,no,1254,no,no,cellular,4,aug,272,1,no
6382,44,technician,married,secondary,no,7876,yes,no,cellular,20,nov,212,1,no
6383,37,blue-collar,single,secondary,no,6281,yes,no,cellular,18,may,242,1,no
6384,36,self-employed,married,tertiary,no,506,no,no,cellular,25,aug,47,1,no
6385,29,admin.,married,secondary,no,708,yes,no,unknown,4,jun,194,1,no
6386,41,admin.,married,tertiary,no,1287,no,no,unknown,16,jun,286,1,no
6387,31,management,single,tertiary,no,0,no,no,cellular,21,aug,218,2,no
6388,29,technician,single,unknown,no,1729,yes,no,cellular,6,apr,479,1,no
6389,50,management,married,secondary,no,268,no,no,cellular,5,mar,61,2,no
6390,48,unknown,married,unknown,no,2261,no,no,unknown,18,jun,445,3,no
6391,58,management,married,secondary,no,1112,yes,no,telephone,20,apr,21,3,no
6392,29,blue-collar,married,secondary,no,2,yes,yes,unknown,26,may,171,1,no
6393,34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,3,yes
6394,41,self-employed,divorced,tertiary,no,4418,yes,no,cellular,21,nov,855,3,no
6395,34,technician,married,tertiary,no,11126,no,no,cellular,25,aug,140,4,no
6396,49,admin.,married,primary,no,305,yes,yes,unknown,26,may,232,1,no
6397,41,management,married,tertiary,no,141,yes,yes,unknown,8,may,146,3,no
6398,50,admin.,married,secondary,no,3258,no,yes,cellular,14,jul,56,2,no
6399,41,management,married,tertiary,no,2665,yes,no,cellular,29,jan,112,1,no
6400,33,management,married,tertiary,no,1514,no,no,cellular,10,aug,447,1,yes
6401,25,blue-collar,single,secondary,no,-187,yes,yes,unknown,27,may,275,4,no
6402,41,admin.,single,secondary,no,0,no,no,telephone,25,jul,286,2,no
6403,20,student,single,secondary,no,210,no,no,cellular,14,aug,101,1,no
6404,37,management,married,secondary,no,3175,yes,no,unknown,20,may,168,1,no
6405,51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,no
6406,32,blue-collar,divorced,secondary,no,91,yes,no,cellular,15,may,119,2,no
6407,38,technician,divorced,secondary,no,1,no,yes,cellular,23,jul,73,1,no
6408,40,services,married,secondary,no,2346,no,no,unknown,16,jun,182,3,no
6409,51,management,married,tertiary,no,285,no,no,cellular,9,feb,278,2,no
6410,61,retired,married,secondary,no,1058,no,no,cellular,27,apr,159,3,yes
6411,24,admin.,single,tertiary,no,-61,no,no,cellular,11,mar,95,4,yes
6412,38,management,single,tertiary,no,16957,yes,no,unknown,27,may,142,2,no
6413,55,self-employed,married,primary,no,468,yes,no,cellular,11,may,214,2,no
6414,32,management,single,unknown,no,3044,yes,no,unknown,2,jun,651,1,no
6415,45,services,married,secondary,no,162,no,no,unknown,6,jun,166,4,no
6416,46,services,married,secondary,no,184,yes,no,cellular,1,apr,836,1,no
6417,30,services,single,secondary,no,603,yes,yes,unknown,2,jun,335,2,no
6418,55,services,married,secondary,no,477,no,no,unknown,19,jun,170,1,no
6419,50,management,married,tertiary,no,4,no,no,cellular,13,aug,143,2,no
6420,22,admin.,single,secondary,no,222,no,no,cellular,3,jun,156,3,no
6421,35,blue-collar,married,primary,no,198,yes,no,unknown,9,may,471,2,no
6422,55,admin.,married,secondary,no,1102,yes,no,cellular,20,nov,195,1,no
6423,51,management,divorced,secondary,no,-175,yes,yes,unknown,23,may,270,1,no
6424,41,management,married,tertiary,no,0,yes,no,cellular,18,nov,897,3,yes
6425,29,technician,single,secondary,no,309,yes,no,unknown,13,may,214,1,no
6426,34,blue-collar,married,secondary,no,-349,yes,no,cellular,6,may,208,1,no
6427,33,technician,single,secondary,no,781,yes,no,cellular,3,jun,266,1,no
6428,27,admin.,single,secondary,no,54,yes,no,cellular,14,may,252,2,no
6429,52,unknown,married,secondary,no,142,no,no,cellular,25,aug,112,6,no
6430,30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,no
6431,41,technician,divorced,secondary,no,475,yes,no,cellular,28,aug,49,7,no
6432,44,services,single,secondary,no,5045,yes,no,cellular,21,nov,20,6,no
6433,70,retired,married,primary,no,8897,no,no,cellular,6,oct,692,2,no
6434,37,admin.,divorced,secondary,no,0,no,no,cellular,24,jul,91,1,no
6435,33,technician,single,secondary,no,268,yes,no,unknown,30,may,275,9,no
6436,33,blue-collar,married,primary,no,1165,yes,no,unknown,21,may,420,2,no
6437,63,retired,married,secondary,no,474,no,no,cellular,25,jan,423,1,yes
6438,52,technician,married,secondary,no,-1076,yes,no,cellular,31,jul,58,2,no
6439,39,management,single,tertiary,no,763,no,no,cellular,22,feb,543,1,yes
6440,31,blue-collar,married,tertiary,no,2827,yes,no,unknown,8,may,238,3,no
6441,38,admin.,married,secondary,no,1933,yes,no,cellular,16,apr,622,1,no
6442,26,unknown,single,secondary,no,3247,no,no,telephone,6,feb,341,3,no
6443,30,self-employed,single,secondary,no,635,no,yes,cellular,14,jul,209,2,no
6444,40,blue-collar,married,primary,no,-335,yes,no,unknown,27,may,260,1,no
6445,32,technician,single,tertiary,no,6281,yes,no,unknown,3,jun,1336,4,yes
6446,30,management,single,secondary,no,222,yes,no,cellular,13,may,254,3,no
6447,48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,no
6448,48,blue-collar,divorced,primary,no,-18,yes,no,unknown,8,may,11,1,no
6449,47,unemployed,divorced,tertiary,no,780,no,no,unknown,20,jun,447,2,no
6450,47,blue-collar,divorced,secondary,no,-4,yes,no,cellular,16,jul,77,1,no
6451,39,management,single,tertiary,no,5073,yes,no,cellular,12,may,1182,1,yes
6452,35,blue-collar,married,secondary,no,325,no,no,unknown,12,may,592,2,no
6453,40,admin.,divorced,secondary,no,212,no,no,unknown,7,jan,176,1,no
6454,25,services,single,secondary,no,594,no,no,cellular,4,jun,89,2,yes
6455,60,technician,married,tertiary,no,131,no,no,cellular,12,aug,139,6,no
6456,48,management,married,tertiary,no,1600,no,no,cellular,18,nov,448,1,no
6457,38,blue-collar,married,primary,no,476,yes,no,unknown,28,may,212,4,no
6458,24,student,single,unknown,no,782,no,no,cellular,4,may,12,7,no
6459,40,technician,married,secondary,no,56,yes,yes,unknown,27,may,223,1,no
6460,35,management,married,tertiary,no,697,no,no,cellular,5,jun,57,2,no
6461,35,admin.,married,secondary,no,5250,yes,no,cellular,15,apr,343,2,no
6462,46,services,married,secondary,no,-119,yes,no,cellular,15,may,138,2,no
6463,69,technician,married,secondary,no,2661,no,no,cellular,1,sep,925,1,no
6464,37,blue-collar,married,secondary,no,67,no,no,unknown,3,jun,45,2,no
6465,56,blue-collar,married,secondary,no,1316,no,no,cellular,30,jul,76,5,no
6466,41,management,married,tertiary,no,49,yes,no,cellular,17,jul,312,5,no
6467,42,admin.,divorced,secondary,no,24,yes,no,cellular,6,may,219,2,no
6468,28,blue-collar,married,secondary,no,922,yes,no,cellular,7,may,226,1,no
6469,26,blue-collar,single,secondary,yes,-8019,no,yes,cellular,7,jul,299,3,no
6470,45,blue-collar,married,primary,no,1691,yes,no,unknown,14,may,57,1,no
6471,43,blue-collar,single,secondary,no,99,no,no,cellular,30,jul,226,2,no
6472,58,unemployed,divorced,primary,no,414,no,no,cellular,29,jan,267,1,no
6473,41,admin.,single,secondary,no,2002,yes,no,cellular,15,may,172,2,no
6474,40,technician,married,tertiary,no,84,no,no,cellular,28,aug,715,8,no
6475,48,technician,single,secondary,no,2374,no,no,cellular,18,jul,83,2,no
6476,31,admin.,married,secondary,no,1661,yes,no,cellular,11,jul,100,2,no
6477,50,management,divorced,tertiary,no,3211,yes,no,cellular,6,aug,146,5,no
6478,50,management,divorced,tertiary,no,2564,yes,no,cellular,21,nov,124,4,no
6479,42,entrepreneur,married,secondary,no,-480,yes,yes,unknown,2,jun,351,6,no
6480,46,housemaid,divorced,primary,no,2291,no,no,unknown,17,jun,218,1,no
6481,26,technician,single,tertiary,no,291,no,yes,cellular,8,jul,393,1,no
6482,31,technician,married,secondary,no,54,no,no,cellular,7,aug,137,2,no
6483,31,services,single,secondary,no,258,yes,no,cellular,18,may,409,3,no
6484,35,management,divorced,tertiary,no,3751,yes,no,cellular,18,aug,210,2,no
6485,56,management,married,tertiary,no,21664,no,no,unknown,17,jun,214,8,no
6486,50,blue-collar,married,primary,no,1549,yes,no,cellular,11,may,445,2,no
6487,22,admin.,single,secondary,no,33,no,no,cellular,12,feb,369,1,yes
6488,33,technician,married,secondary,no,118,yes,no,cellular,29,aug,103,2,no
6489,41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,yes
6490,54,management,married,tertiary,no,0,no,no,cellular,16,jul,118,5,no
6491,38,admin.,married,secondary,no,1767,yes,no,cellular,9,jul,483,4,yes
6492,44,blue-collar,married,secondary,no,138,yes,no,unknown,8,may,283,3,no
6493,24,student,single,secondary,no,1719,no,no,cellular,13,aug,161,4,no
6494,37,blue-collar,married,primary,no,1021,no,no,unknown,9,jun,173,1,no
6495,31,management,single,tertiary,no,350,no,no,cellular,18,aug,471,2,no
6496,33,technician,single,unknown,no,10600,no,no,cellular,5,feb,202,1,no
6497,45,services,single,secondary,no,303,yes,no,cellular,20,apr,110,3,no
6498,36,admin.,married,secondary,no,1867,yes,yes,unknown,27,may,243,2,no
6499,34,services,married,secondary,no,-99,yes,yes,cellular,7,may,258,2,no
6500,35,blue-collar,married,primary,no,378,yes,no,unknown,16,may,427,3,no
6501,38,management,single,tertiary,no,0,yes,no,cellular,17,nov,213,2,no
6502,42,services,married,secondary,no,3620,yes,no,unknown,27,may,22,16,no
6503,47,technician,married,secondary,no,644,no,no,telephone,28,jan,54,3,no
6504,34,admin.,divorced,secondary,no,661,yes,no,cellular,3,feb,122,1,no
6505,45,services,married,secondary,no,27,yes,yes,cellular,31,jul,43,2,no
6506,30,services,married,secondary,no,4,yes,no,cellular,11,jul,188,2,no
6507,36,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,569,2,no
6508,37,technician,divorced,secondary,no,1772,no,no,unknown,3,jun,202,1,no
6509,37,admin.,married,tertiary,no,23,yes,no,telephone,28,may,71,1,no
6510,29,blue-collar,married,secondary,no,1958,yes,no,cellular,18,may,112,4,no
6511,43,blue-collar,married,primary,no,1620,yes,no,unknown,15,may,121,1,no
6512,25,technician,single,secondary,no,9154,yes,no,telephone,4,may,40,5,no
6513,37,admin.,single,secondary,no,328,no,no,cellular,29,jan,79,1,no
6514,29,self-employed,single,tertiary,no,300,no,no,cellular,3,feb,125,1,no
6515,30,management,married,tertiary,no,604,no,no,cellular,25,aug,132,2,no
6516,31,management,single,tertiary,no,29,no,no,cellular,26,aug,179,2,no
6517,35,services,divorced,secondary,no,-504,no,no,cellular,10,jul,228,1,no
6518,36,management,married,tertiary,no,1790,yes,no,cellular,28,jun,132,3,no
6519,60,housemaid,married,secondary,no,0,no,no,telephone,4,aug,153,1,no
6520,27,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,504,1,yes
6521,42,management,married,secondary,no,0,no,no,cellular,30,jul,458,3,no
6522,54,technician,married,secondary,no,-777,no,yes,cellular,12,aug,117,2,no
6523,35,management,single,tertiary,no,1496,yes,no,cellular,22,aug,73,4,no
6524,30,management,married,tertiary,no,-328,yes,no,unknown,14,may,242,5,no
6525,49,services,married,secondary,no,2409,yes,no,cellular,13,may,272,4,no
6526,37,housemaid,married,secondary,no,12939,yes,yes,cellular,16,jul,39,9,no
6527,33,blue-collar,married,secondary,no,1101,yes,no,cellular,6,apr,399,2,no
6528,41,services,married,secondary,no,639,yes,no,unknown,8,may,1187,2,no
6529,27,student,single,secondary,no,585,no,no,cellular,28,jan,180,3,no
6530,48,retired,married,primary,no,5173,yes,no,unknown,18,jun,88,8,no
6531,43,blue-collar,married,secondary,no,1109,yes,no,unknown,14,may,160,2,no
6532,35,admin.,single,secondary,no,1070,no,no,cellular,20,nov,251,2,no
6533,59,management,single,secondary,no,671,yes,yes,cellular,29,jan,219,2,no
6534,57,retired,married,tertiary,no,42,no,no,cellular,29,aug,68,4,no
6535,44,housemaid,married,primary,no,93,no,no,cellular,12,aug,163,2,no
6536,56,self-employed,married,secondary,no,123,no,no,unknown,13,may,81,1,no
6537,48,management,married,secondary,no,36686,no,no,cellular,30,apr,295,1,no
6538,42,technician,single,secondary,no,1977,no,no,cellular,17,jul,72,6,no
6539,31,management,married,tertiary,no,1230,yes,no,unknown,27,may,290,4,no
6540,77,retired,married,unknown,no,992,no,no,cellular,27,apr,147,2,no
6541,41,technician,divorced,secondary,no,225,yes,yes,unknown,13,may,139,1,no
6542,32,admin.,single,tertiary,no,395,yes,no,unknown,6,may,241,3,no
